"","Hogwarts.House","First.Name","Last.Name","Birthday","Best.Hand","Arithmancy","Herbology","Defense.Against.the.Dark.Arts","Divination","Muggle.Studies","Ancient.Runes","History.of.Magic","Transfiguration","Potions","Care.of.Magical.Creatures","Charms","Flying"
"435","Hufflepuff","Leone","Moya","03/10/1997","Right",76154,2.271546407,-3.403307187,6.297,-457.7192703,374.1483574,10.16575617,1059.550136,5.771522345,-0.231559294,-243.43874,-145.59
"436","Ravenclaw","Nola","Hawkins","16/02/1999","Left",52441,4.669212848,5.134299867,4.95,423.5183419,603.5352549,4.146638044,1049.690123,6.623329451,-1.453210919,-231.56717,2.67
"437","Hufflepuff","Ronda","Jamison","04/07/1999","Left",39515,3.536348453,-0.387863497,5.782,-617.4360328,369.7237797,3.177591553,1066.289022,4.78678622,-0.05342714,-246.0371,-2.1
"438","Gryffindor","Dewey","Forrest","14/06/1999","Right",38242,-6.158544615,-5.550063397,4.897,-590.2502204,567.4298749,-3.516637478,944.8313186,3.821509202,1.302688359,-253.73418,179.04
"439","Slytherin","Man","Sepulveda","01/03/1999","Right",56756,-5.337187156,5.108055259,-5.279,-552.1124183,384.38279,5.783428022,1047.726476,9.148468487,-1.221759336,-250.80318,-92.24
"440","Hufflepuff","Justina","Frierson","01/07/1998","Left",46968,5.32035502,-4.708642565,4.766,-409.6140619,347.1858613,6.919158021,1030.096946,3.758119287,-1.170016431,-243.82141,-46.97
"441","Gryffindor","Max","Craft","30/11/1996","Left",35454,-2.27729034,-7.91217706,6.672,-682.6432681,621.726839,-6.570257807,941.9619997,3.064924733,-0.920632405,-252.35017,273.96
"442","Slytherin","Jamey","Irish","19/07/1999","Left",46352,-5.358395257,6.478123903,-4.611,-667.1052234,348.5352002,8.040279797,1048.313384,9.510015903,-1.064687731,-248.55213,-121.99
"443","Hufflepuff","Sylvia","Kirk","10/05/2000","Left",49586,5.672210817,-6.078224566,5.217,-489.2266021,387.5135921,2.865472492,1051.382369,3.063559969,-0.650476971,-245.50112,16.22
"444","Ravenclaw","Cary","Mcintire","05/08/1998","Right",60761,5.470937897,7.085235849,4.044,587.5846429,606.3666709,5.180588977,1063.966255,6.898083051,0.909135027,-229.59278,-34.59
"445","Gryffindor","Cori","Trask","05/11/2000","Left",42810,-4.204976875,-3.004655394,7.458,-104.3966622,596.0415648,-5.302463281,969.5196279,0.746258722,1.31728365,-247.33091,152.18
"446","Gryffindor","Darwin","Watson","23/10/1998","Left",41830,-5.875545912,-4.296151832,4.576,-724.5194402,552.2314914,-5.422822433,939.5509461,1.339358858,-0.783702062,-254.27238,193.6
"447","Gryffindor","Geri","Shields","03/09/1998","Right",67239,-4.102768506,-5.854283951,3.532,-935.6573541,596.3349106,-7.909154308,926.2226676,0.182253276,2.086920361,-257.70969,248.57
"448","Ravenclaw","Chasity","Slack","18/12/2000","Left",75501,5.593178394,5.403957005,5.694,596.6572601,656.8233326,4.611475494,1055.274599,6.759277528,-0.680572506,-230.0763,-18.58
"449","Slytherin","Cameron","Tillery","10/01/2000","Right",72748,-3.060458539,3.651260642,-3.671,-518.5305552,436.6478558,4.42830141,1020.436884,6.612472653,0.375525155,-250.39719,-44.47
"450","Slytherin","Henrietta","Rhyne","29/11/1999","Left",28203,-7.121687932,6.572820159,-4.97,-633.2798165,367.2577787,7.287301301,1075.876798,13.16220024,-1.30256829,-248.25433,-111.57
"451","Slytherin","Loretta","Gilmer","03/09/2000","Right",72599,-4.93247179,3.714129541,-4.002,-222.72847,467.7306239,4.046902032,1011.281282,5.950372993,0.297213579,-250.88995,-45.31
"452","Hufflepuff","Alonso","Nadeau","11/05/1999","Right",24546,2.268461007,-6.551134914,5.985,-491.8068057,346.1042528,8.951305687,1056.4021,8.289161746,-0.353313025,-244.33302,-57.29
"453","Gryffindor","Lidia","Silvers","18/02/1997","Left",36631,-6.312947853,-4.957888766,5.201,-321.6231119,574.3059001,-3.846564,939.0649114,2.496533503,0.533872547,-252.48831,172.98
"454","Gryffindor","Hans","Bess","08/05/1998","Left",42606,-3.770633932,-0.387863497,5.064,-503.4052239,631.6451366,-5.834233831,946.5340416,4.17296108,0.913718886,-253.19751,242.96
"455","Slytherin","Freddie","Bower","13/01/1999","Right",71429,-6.956335302,3.531003409,-6.428,-377.522314,420.877524,4.439096023,1046.070857,9.694078393,-0.482072536,-254.39264,-86.9
"456","Ravenclaw","Russell","Finney","23/05/1997","Left",34283,6.9087706,3.428812705,6.579,457.8298802,577.9260935,2.849747089,1046.470991,4.650380934,-0.153978163,-230.10206,43.07
"457","Hufflepuff","Laverne","Conklin","15/05/1997","Right",33672,8.750045389,-5.98537423,3.241,-329.3848385,368.8325866,3.104326549,1029.544888,1.877334157,1.653143471,-244.34869,62.72
"458","Slytherin","Leonard","Gaither","28/04/1997","Right",55745,-7.603556916,2.96484799,-7.228,-598.3324978,385.6795369,4.801351254,1084.45165,13.29442685,-1.782494059,-255.227,-98.85
"459","Gryffindor","Holly","Berman","23/06/1999","Right",66190,-4.03870054,-4.728899829,5.782,-549.8299546,587.1226586,-6.192850361,945.2049,-0.51511589,0.693700815,-253.2036,180.79
"460","Hufflepuff","Carrie","Mann","09/11/1999","Left",57978,5.634588781,-5.932236719,5.488,-561.0708716,428.4828784,4.543302568,1050.421978,5.409994649,-0.101598174,-244.68908,10.14
"461","Slytherin","Dalia","Perea","18/05/2000","Left",65361,-4.183507769,5.070603239,-3.817,-685.6884096,369.128334,6.913211022,1036.227237,7.385964412,-0.330637771,-249.81096,-107.18
"462","Ravenclaw","Claire","Mcgee","05/01/1997","Left",72625,3.58806501,2.924262207,7.811,728.954347,667.3650177,6.043245483,1066.495301,8.956329398,0.07086501,-230.38658,-50.09
"463","Ravenclaw","Marsha","TRUE","21/03/1998","Left",49944,3.782784228,4.470476905,5.051,830.1218698,598.9081258,6.218876971,1073.730116,8.702420076,0.006861513,-230.38783,-56.62
"464","Ravenclaw","Moses","Kowalski","01/01/1998","Left",19559,7.387116349,4.009503807,4.821,330.4900517,558.0766816,6.147902441,1057.393727,8.79116137,1.839159337,-229.10051,28.97
"465","Gryffindor","Abigail","Lindberg","21/07/2001","Left",55939,-2.29643495,-5.791033041,6.793,-88.81237061,676.6492791,-4.877350273,985.5389118,5.293230295,0.713744537,-248.12519,186.3
"466","Gryffindor","Tessa","Hargett","28/05/1999","Left",52675,-5.42899602,-5.194139193,4.685,-300.1617955,582.1022342,-4.719996511,948.9520407,1.790658752,0.2841044,-253.42221,165.28
"467","Slytherin","Monica","Schilling","22/01/1997","Right",44372,-5.678799383,-0.387863497,-6.254,-513.9123862,381.2429753,5.349176835,1059.720487,10.62667517,-0.148202711,-250.68732,-81.8
"468","Hufflepuff","Jo","Sheffield","02/12/1997","Left",44987,2.949386886,-5.848153636,7.286,-742.9464573,391.9583532,7.726492596,1072.667863,5.950372993,-0.209265799,-243.58068,-54.09
"469","Hufflepuff","Ima","Gregg","08/04/2001","Right",24015,4.250713092,-6.83174134,5.423,-406.530919,481.4069663,4.346162882,1029.486151,8.718887605,0.64111484,-243.73484,85.45
"470","Slytherin","Kenny","Bearden","28/06/1998","Left",51395,-2.50817052,4.564516309,-6.449,-477.1897373,406.689035,3.767355839,1034.708699,8.036839123,-1.650438869,-250.56577,-22.28
"471","Hufflepuff","Granville","Watson","30/10/1997","Right",73277,4.126042629,-4.991175247,4.39,-474.2153002,401.5861921,3.53726097,1055.810639,3.265471216,1.289848268,-246.98415,-30.82
"472","Slytherin","Wilbert","Cochrane","02/06/1997","Right",62574,-5.076204042,4.819858271,-5.207,-288.9958055,441.27365,5.134580275,1015.810387,7.952066277,-0.545183982,-250.505,-55.18
"473","Gryffindor","Stacia","Dietrich","21/02/2000","Left",51691,-4.123648661,-6.458426996,3.154,-224.0769352,621.4372035,-5.343235407,944.6982742,2.220472774,2.195454732,-252.51339,201.29
"474","Slytherin","Warner","Sun","18/01/1998","Right",24970,-6.096706858,6.264546806,-5.967,-469.9424989,385.0504107,5.479516412,1069.860382,12.33183437,-0.078408773,-248.57134,-71.84
"475","Gryffindor","Lawrence","Johnson","31/10/1999","Right",77257,-3.6499199,-5.347103881,3.557,-944.5888987,645.9827463,-7.248212056,943.0673452,2.828875734,-0.942431954,-256.35784,242.13
"476","Gryffindor","Sunny","Hadley","24/09/1998","Right",40702,-4.298904158,-6.953515037,5.908,-377.7769916,611.0277003,-4.686093154,939.5084838,3.146043036,-0.185976082,-252.48903,215.21
"477","Slytherin","Phillip","Riggins","03/05/2001","Left",54469,-6.107201433,5.798305254,-5.835,-645.8936128,346.8305871,6.475610699,1063.826547,9.734711181,-0.369546696,-251.2381,-125.9
"478","Slytherin","Liz","Oswalt","09/05/2000","Right",53014,-4.587300763,5.368835076,3.154,-608.3960619,336.7813889,4.491583749,1068.147793,8.727331719,0.289585677,-252.50224,-94.19
"479","Ravenclaw","Raymon","Frazer","10/10/1997","Right",33196,5.007685512,3.797072491,5.591,457.6933205,645.1279051,6.762306827,1064.269161,12.32768877,-0.506006168,-229.04353,16.92
"480","Gryffindor","Cori","Royer","27/09/1999","Right",48056,-6.863084292,-3.51333073,3.533,-492.3576031,585.6810561,-5.089860354,935.0366392,2.139617455,0.381472605,-254.32856,184.29
"481","Ravenclaw","Ellis","Hooker","18/11/1999","Left",50125,5.508758635,3.585138933,5.012,543.0213782,563.4946328,4.291353574,1045.220888,4.826212009,1.229036729,-232.45789,-5.59
"482","Slytherin","Marina","Horning","07/02/2001","Left",58761,-7.182910114,4.209824044,-5.151,-407.5242396,415.7446398,4.870222787,1055.472566,10.44571537,-1.122661227,-252.09192,-92.05
"483","Hufflepuff","Odessa","Melancon","26/05/1998","Right",43082,2.616751455,-6.393664378,6.209,-502.4639021,463.9183051,4.169402114,1047.542999,7.8520041,-1.976961723,-245.06447,28.78
"484","Hufflepuff","Rodolfo","Baines","04/04/1997","Right",43301,3.816187929,-5.243927519,8.583,-377.0725188,422.7510678,3.757820296,1040.211627,3.024431301,-0.435066642,-242.09334,2.5
"485","Hufflepuff","Andria","Crowe","16/09/2000","Left",65186,5.843985297,-2.681459588,5.126,-697.1033784,427.6467836,5.41406659,1061.843695,5.656970557,-0.207407571,-242.39369,-21.29
"486","Hufflepuff","Devon","Pitts","16/06/1997","Left",29524,3.036619829,-7.040250829,6.241,-433.0159735,320.3186053,6.65548893,1055.832273,4.848566134,0.687068674,-245.38657,-50.35
"487","Hufflepuff","Leonard","Strange","28/01/1998","Right",57933,-4.121997667,-7.131286634,4.897,-608.5219276,591.4038667,-6.652001786,920.2318329,5.950372993,-2.041904167,-256.13898,233.16
"488","Hufflepuff","Eduardo","Ennis","30/05/2001","Right",45402,3.139718896,-5.18673978,5.498,-713.5161348,435.4704443,2.719985311,1066.838657,7.103934651,-1.457921209,-245.50984,25.11
"489","Slytherin","Charlie","Hyland","08/02/2001","Right",44794,-8.098394612,5.431222275,-5.103,-768.6759839,336.6706097,8.592193567,1080.772655,13.12808038,-0.48563127,-251.04789,-158.91
"490","Hufflepuff","Jordan","Downes","19/05/1999","Left",37018,5.374670831,-6.445315716,4.344,-325.902724,327.6896557,10.68904577,1038.84317,6.354601394,-0.182595234,-243.87386,-68.69
"491","Hufflepuff","Roxann","Schuster","09/07/2000","Left",58085,9.441353043,-5.744846737,3.176,-224.5899149,385.2473748,3.618599378,1035.676388,1.713890117,-0.05342714,-244.83614,36.31
"492","Ravenclaw","Alexandra","Chesser","04/01/2001","Left",72835,3.192048311,2.641185248,8.098,669.411657,655.2136949,6.289941567,1064.781742,8.733176437,-0.260143202,-230.90878,-57.26
"493","Hufflepuff","Alejandro","Gilson","28/09/2001","Left",32999,5.531017365,-6.705475358,4.529,-541.7591467,427.2737275,4.240065305,1045.615388,7.2419186,-0.499943885,-244.88975,56.25
"494","Hufflepuff","Ruth","Sowell","30/06/1997","Right",80424,6.215786007,-2.771461364,3.337,-563.0359197,311.9260923,7.031320952,1066.932965,1.691164995,-0.091737474,-245.13986,-112.66
"495","Hufflepuff","Guy","Keeling","01/06/2000","Right",57758,3.377974841,-5.662641896,5.267,-607.0919773,440.353112,6.452210467,1056.237895,8.403819132,0.815675922,-245.18233,-19.44
"496","Ravenclaw","Deirdre","Beauchamp","20/01/1998","Left",34376,5.405813703,4.561696238,4.237,472.0400083,578.7428256,6.053557477,1041.295754,7.850641706,0.089546974,-230.83187,10.6
"497","Ravenclaw","Preston","Foltz","16/01/1997","Right",30256,5.329250342,4.984793206,4.611,340.367507,582.4939554,5.369517098,1052.743581,8.570619544,0.114719154,-230.31067,19.41
"498","Ravenclaw","Wendell","Oliver","02/06/1997","Left",36017,3.258838954,3.407891551,5.667,519.6499277,546.1715977,6.988472353,1078.623494,9.36700901,-0.631004638,-231.45268,-60.1
"499","Gryffindor","Cassie","Ornelas","02/05/1997","Right",56450,-4.078957065,-3.725138515,6.913,-504.4556293,583.1475649,-5.553246505,958.3127833,0.152683729,-0.762850207,-250.46407,164.33
"500","Slytherin","Shawna","Lucero","06/08/1998","Left",46652,-4.701827841,4.44802227,-7.201,-417.5517615,405.7195112,2.86254125,1060.513134,10.06831604,-0.332298695,-252.06729,-38.23
"501","Hufflepuff","Samual","Beasley","15/03/1999","Right",80286,5.321764351,-3.544488777,6.351,-760.6744286,392.245225,2.142664125,1076.352799,5.950372993,-0.253755736,-244.8755,-38.7
"502","Ravenclaw","Mina","Ridgeway","17/08/2000","Left",86622,1.14101953,-5.2962041,3.154,-787.3529626,669.637476,-7.431166982,954.9756229,2.583585052,0.857031928,-254.67353,230.37
"503","Slytherin","Erin","Troy","07/09/1999","Left",58186,-3.993026682,4.267209315,-2.987,-220.46531,495.74797,5.551489562,997.0872876,7.347814702,-1.813372468,-247.86331,-28.8
"504","Ravenclaw","Larry","Grimes","01/09/2001","Left",55963,5.050619321,4.033591938,5.949,538.3578017,646.4913964,3.603249497,1062.204114,7.973245494,1.49844004,-230.76168,12.61
"505","Hufflepuff","Britt","Cordova","15/11/1997","Right",48764,8.539849197,-5.935656831,3.183,-444.9468664,403.4747827,6.932683766,1031.729059,5.621568178,-0.143677301,-243.73952,24.23
"506","Hufflepuff","Annamarie","Lehman","07/02/1999","Right",51460,9.942055511,-3.269069719,2.372,-550.0466096,372.7792545,3.004766502,1045.332845,1.642619853,0.272748907,-243.28489,41.55
"507","Hufflepuff","Terri","Spring","04/02/1999","Right",49757,2.83541841,-3.67690952,7.34,-465.8108826,473.7168029,6.085747062,1043.333387,7.247453559,-0.05342714,-241.35343,-9.93
"508","Hufflepuff","Vernon","Stowe","21/09/1997","Right",36102,3.466783832,-3.875396419,2.964,-180.7381432,445.9189792,5.22315466,1021.94545,6.398251769,-0.508787515,-244.14563,29.98
"509","Hufflepuff","Minnie","Alfred","28/01/2001","Right",49744,3.614779561,-0.387863497,5.134,-665.7684046,428.9743276,4.089785498,1063.024108,7.171254385,-0.208157033,-245.22136,7.17
"510","Ravenclaw","Fredric","Carlin","03/10/1997","Right",57750,4.698093812,5.346718399,5.459,542.3513436,575.575473,5.88115227,1057.512254,6.095004624,0.980045046,-230.64057,-49.68
"511","Hufflepuff","Tiffany","Piazza","21/03/2000","Right",64926,1.799122536,-1.542099544,5.343,-607.0057338,495.74797,3.034302297,1073.693493,3.339903948,0.826912443,-244.71664,-62.22
"512","Gryffindor","Grady","Pollard","05/08/2001","Left",68486,-6.189062568,-4.668437115,2.651,-735.2774417,620.178154,-6.222268522,918.2298004,1.827507287,0.13927148,-257.49466,222.01
"513","Gryffindor","Maxine","Ellington","27/08/2001","Right",49404,-8.217638867,-4.825169756,3.013,-309.2833925,559.0677417,-1.838236882,950.5742219,4.710657734,0.094474614,-255.24869,117.31
"514","Hufflepuff","Mitch","Espinal","14/06/1998","Right",52245,5.984707981,-3.238610344,5.093,-528.0063371,461.6550676,7.931498365,1038.15115,7.95985706,-1.366934356,-240.70602,-0.94
"515","Gryffindor","Barb","Schulte","27/11/1997","Right",68734,-2.668276131,-6.78793751,5.851,-657.3255686,629.9832292,-5.91024055,952.9241202,2.420594753,-0.062118438,-253.57815,213.76
"516","Gryffindor","Sydney","Plummer","21/12/1998","Left",29087,-1.758942793,-5.416613427,10.032,-520.9453755,558.3110504,-6.395423444,960.7022895,-1.167104991,-0.57740891,-247.1138,205.18
"517","Hufflepuff","Trudy","Tejeda","20/01/2000","Left",53300,5.735456477,-4.57129796,4.182,-627.9412649,413.6533638,4.110188264,1056.807325,5.574990515,-1.20528897,-244.6641,13.37
"518","Slytherin","Bridget","Briseno","31/01/1998","Left",40968,-2.459954902,5.63353099,-3.292,-523.7699944,420.8443245,5.596166349,1025.996822,8.206951746,-0.320593746,-246.02852,-30.89
"519","Slytherin","Gaylord","Beardsley","21/09/1999","Left",76473,-6.376054782,3.930937332,-6.56,-412.5373074,384.4374214,4.029169015,1050.309458,7.673710873,-0.05342714,-254.75979,-105.8
"520","Ravenclaw","Ramiro","Bergeron","09/04/2000","Right",65226,7.079351556,1.855585458,8.304,524.0892225,592.3140384,5.155946005,1064.190285,5.307126708,0.728069843,-230.22412,-30
"521","Slytherin","Lily","Dyson","05/09/1997","Left",53322,-3.33126282,4.345172831,-6.97,-463.5933441,398.8227211,1.88353177,1058.896148,8.228574537,0.080338987,-252.08731,-29.09
"522","Slytherin","Joseph","Hendrix","03/08/2001","Right",76947,8.41201219,-4.189276474,4.765,-224.5899149,379.5817221,2.097497401,1053.44661,-0.446206303,0.808268999,-244.64943,-3.7
"523","Hufflepuff","Felicia","Billups","10/06/1999","Left",56786,3.895872185,-4.023482438,6.567,-435.1310892,401.219579,4.914088801,1050.46194,3.46940666,-0.673439295,-243.22087,-37.01
"524","Ravenclaw","Rodolfo","Christiansen","18/09/2000","Right",71651,4.47666341,6.452992402,5.404,751.4630243,671.6214248,6.826083337,1046.051087,8.279370284,0.020817347,-228.70425,-40.45
"525","Slytherin","Theodore","Fields","08/02/1998","Left",18478,-2.668746722,6.698261435,-3.601,-633.999342,394.5918894,4.096357976,1068.857723,10.31598484,-0.461002035,-244.66504,-26.41
"526","Slytherin","Reuben","Qualls","22/09/2000","Left",65023,-7.775641491,4.071264155,-7.007,-391.9120499,381.9538373,6.348792415,1047.18369,10.28818436,-0.079920889,-254.42867,-121.06
"527","Hufflepuff","Jefferson","Sommer","02/12/1997","Left",66357,3.993271168,-5.011177802,6.328,-515.2669526,370.1848134,5.244343733,1059.628068,2.996774502,1.4489148,-245.05749,-64.12
"528","Hufflepuff","Chas","Birch","01/10/1999","Left",56746,4.615926843,-4.622829706,5.263,-387.3165899,337.6545037,6.066305322,1051.868959,2.249722967,-1.278591379,-244.63686,-68.62
"529","Slytherin","Vilma","Cummings","15/05/2001","Right",53435,-6.484531499,4.959786636,-5.869,-558.6880173,372.5347842,5.19238692,1030.096946,10.43289142,0.38196587,-251.92038,-105.86
"530","Hufflepuff","Jaclyn","Salter","14/03/2001","Left",42957,5.696834328,-5.782199945,3.469,-524.394691,328.5446156,9.823889037,1053.751232,7.038724199,-0.128704725,-244.65275,-64.56
"531","Ravenclaw","Eddie","Reeve","04/04/1998","Left",44565,2.929898031,-0.387863497,4.209,363.5733232,627.6412132,5.676711896,1046.453536,9.51209244,-0.389861372,-230.67934,-0.67
"532","Hufflepuff","June","Lenz","01/10/2000","Left",26800,3.503167129,-7.146590801,6.106,-518.1704389,398.4905964,5.837801128,1051.898621,7.747331307,1.355436881,-244.6005,10.47
"533","Gryffindor","Mamie","Hightower","28/12/1997","Left",64197,-0.418353804,-8.491318778,6.582,-442.0018219,689.6572058,-7.429914877,955.8738142,3.276067146,-2.387181485,-251.91111,270.27
"534","Hufflepuff","Royal","Houghton","02/08/1999","Left",38434,5.318118377,-0.387863497,4.56,-101.8394605,312.7376724,4.585146036,1028.800461,-0.124591941,0.741171649,-245.78281,-23.74
"535","Hufflepuff","Amelia","Tindall","25/11/1996","Right",56268,8.525734058,-3.279125957,2.22,-205.7193158,347.4120254,4.949985204,1025.877898,-0.129248181,-0.26583459,-243.7366,-9.3
"536","Ravenclaw","Theresa","Dougherty","27/02/1998","Left",25494,4.734220746,0.844396322,7.297,411.8083803,611.9905756,4.363391004,1059.923656,9.783696767,1.336149439,-231.38649,43.75
"537","Slytherin","Ashleigh","Glynn","17/12/1997","Left",75611,-5.148500685,4.489114745,-6.922,-516.4603661,376.3130704,1.457758876,1072.47024,6.891703506,-0.926933517,-254.661,-85.57
"538","Gryffindor","Malik","Rawlins","31/12/1996","Left",26493,-1.507506949,-7.396116098,8.94,-194.6373407,620.6842515,-5.50612159,1030.096946,2.782168551,1.991248584,-247.23607,226.14
